Id,SalePrice
1638,215043.79
1639,177697.535
1640,240055.875
1641,180165.925
1642,221980.21
1643,228238.195
1644,231664.425
1645,176022.685
1646,153726.675
1647,165928.965
1648,146571.67
1649,135963.88
1650,119280.385
1651,125360.96
1652,98134.385
1653,98932.35
1654,166070.65
1655,162484.655
1656,160187.2
1657,164662.4
1658,161923.9
1659,154678.58
1660,144539.915
1661,431395.31
1662,381783.56
1663,369649.435
1664,440520.495
1665,314929.38
1666,329171.84
1667,343054.785
1668,319191.54
1669,304130.365
1670,328038.84
1671,255387.17
1672,477872.0
1673,298044.24
1674,259119.605
1675,184371.955
1676,182225.62
1677,210326.135
1678,447666.26
1679,375333.475
1680,317130.54
1681,281793.005
1682,296953.885
1683,200598.995
1684,168999.705
1685,177890.355
1686,172290.96
1687,164690.31
1688,185372.855
1689,189525.44
1690,182799.25
1691,173376.41
1692,269248.015
1693,165005.06
1694,187070.91
1695,166942.25
1696,264745.435
1697,167110.275
1698,338014.72
1699,345311.28
1700,240455.39
1701,269290.97
1702,254561.345
1703,257635.715
1704,292643.755
1705,234701.625
1706,442521.135
1707,219092.795
1708,219977.97
1709,295450.895
1710,230696.345
1711,276367.355
1712,241638.545
1713,252711.64
1714,217930.71
1715,197356.73
1716,186663.545
1717,167956.29
1718,145605.77
1719,202322.655
1720,260778.835
1721,176683.23
1722,139777.425
1723,155509.91
1724,214969.73
1725,231633.495
1726,188491.185
1727,164986.34
1728,181703.24
1729,159213.67
1730,163787.52
1731,122466.275
1732,130931.525
1733,123409.13
1734,129692.87
1735,130525.425
1736,118610.915
1737,379089.735
1738,212132.415
1739,263851.93
1740,194971.775
1741,173447.6
1742,171132.29
1743,172812.575
1744,310315.595
1745,236901.225
1746,260949.94
1747,218163.965
1748,205990.05
1749,163249.26
1750,152926.48
1751,223126.06
1752,121796.665
1753,149321.495
1754,214948.31
1755,168298.105
1756,122084.76
1757,119334.905
1758,146605.99
1759,171228.2
1760,159661.81
1761,157834.395
1762,174652.73
1763,175357.325
1764,118820.035
1765,174694.25
1766,185951.11
1767,209933.07
1768,142461.875
1769,173863.94
1770,141283.415
1771,142659.36
1772,148015.57
1773,141295.92
1774,134990.245
1775,135745.25
1776,118798.095
1777,116762.33
1778,129190.5
1779,120662.535
1780,170335.655
1781,137048.625
1782,98470.83
1783,131562.29
1784,97743.91
1785,117666.72
1786,151634.345
1787,157993.28
1788,61830.21
1789,98146.155
1790,86189.055
1791,185291.645
1792,156426.25
1793,131385.015
1794,139772.04
1795,139314.665
1796,122422.81
1797,121078.4
1798,122821.23
1799,110292.285
1800,126227.87
1801,132769.215
1802,156474.325
1803,154318.255
1804,140310.125
1805,134051.04
1806,119440.625
1807,151872.82
1808,121008.305
1809,123990.215
1810,148050.2
1811,114968.525
1812,111327.815
1813,120288.625
1814,103239.995
1815,57439.53
1816,99449.27
1817,123702.47
1818,150144.395
1819,116470.155
1820,81751.95
1821,126632.175
1822,149172.29
1823,59691.055
1824,132719.92
1825,136313.64
1826,101272.825
1827,112248.38
1828,135447.61
1829,115025.655
1830,150225.24
1831,170702.195
1832,116396.325
1833,144792.63
1834,134175.74
1835,164869.325
1836,133023.22
1837,101341.26
1838,128911.895
1839,90076.13
1840,165640.94
1841,152330.195
1842,90041.255
1843,138520.42
1844,136492.115
1845,141326.425
1846,153984.605
1847,151072.49
1848,60707.1
1849,114822.585
1850,127345.55
1851,146208.095
1852,129137.8
1853,130969.725
1854,173696.025
1855,144920.17
1856,211863.785
1857,161730.54
1858,137269.605
1859,122310.725
1860,152023.015
1861,121361.56
1862,262905.405
1863,260786.425
1864,260786.425
1865,329306.165
1866,332550.74
1867,247597.99
1868,297959.18
1869,194902.02
1870,252186.245
1871,258737.785
1872,169504.13
1873,225130.685
1874,135839.715
1875,211344.0
1876,191113.95
1877,209469.1
1878,214230.48
1879,127064.715
1880,134637.04
1881,246698.26
1882,259164.42
1883,201699.135
1884,214521.205
1885,262931.535
1886,298766.545
1887,204110.785
1888,290618.685
1889,158986.64
1890,134485.715
1891,141236.33
1892,108691.215
1893,134448.555
1894,127756.85
1895,146523.25
1896,123697.835
1897,114049.25
1898,110988.03
1899,131000.035
1900,143171.77
1901,157953.875
1902,130652.885
1903,214677.45
1904,134161.75
1905,178066.185
1906,142091.56
1907,192465.95
1908,112407.235
1909,134677.615
1910,125994.33
1911,191275.01
1912,267830.415
1913,145279.615
1914,67568.72
1915,291003.33
1916,66644.935
1917,260024.4
1918,129467.68
1919,153989.885
1920,150031.54
1921,401002.36
1922,348021.13
1923,204079.355
1924,236084.66
1925,222389.115
1926,377076.5
1927,134717.38
1928,158570.88
1929,118573.89
1930,124434.13
1931,135344.88
1932,134147.25
1933,166009.555
1934,182589.135
1935,176682.115
1936,193307.065
1937,187214.835
1938,164694.31
1939,253008.53
1940,200358.76
1941,177562.295
1942,190333.0
1943,199614.165
1944,309091.85
1945,365955.42
1946,170108.2
1947,306379.845
1948,181254.485
1949,239557.575
1950,179201.81
1951,263147.725
1952,239235.595
1953,161159.205
1954,202587.775
1955,129985.33
1956,270790.7
1957,165655.98
1958,317203.72
1959,143735.545
1960,117499.99
1961,119116.16
1962,99137.2
1963,105013.7
1964,116472.905
1965,161377.815
1966,161053.395
1967,294278.01
1968,395152.94
1969,381032.85
1970,419204.16
1971,425261.385
1972,363258.485
1973,269094.17
1974,314163.125
1975,436213.66
1976,280623.38
1977,359037.615
1978,349419.42
1979,328881.49
1980,203025.215
1981,337858.785
1982,235403.335
1983,220470.68
1984,166116.025
1985,213469.585
1986,222976.07
1987,182492.44
1988,181805.615
1989,191767.45
1990,226815.5
1991,215531.34
1992,210586.115
1993,171757.73
1994,247284.475
1995,183027.9
1996,290306.175
1997,319009.505
1998,342782.53
1999,245862.195
2000,305841.455
2001,272863.64
2002,238120.74
2003,253914.905
2004,272295.56
2005,227340.465
2006,225595.035
2007,251633.47
2008,207396.67
2009,191237.95
2010,190242.095
2011,150918.575
2012,183999.685
2013,179067.77
2014,188802.25
2015,198184.205
2016,191079.0
2017,201617.875
2018,122638.325
2019,131203.03
2020,116514.495
2021,116217.58
2022,175172.45
2023,151434.225
2024,226382.6
2025,366547.62
2026,181593.855
2027,151297.06
2028,166337.5
2029,167296.55
2030,278303.275
2031,266651.53
2032,276397.06
2033,280537.225
2034,166230.365
2035,205097.81
2036,209111.685
2037,212538.545
2038,321381.685
2039,203938.385
2040,410711.98
2041,287546.665
2042,200498.625
2043,173189.625
2044,171970.52
2045,229510.735
2046,134882.995
2047,149800.66
2048,134802.54
2049,139116.22
2050,178586.875
2051,107156.22
2052,141569.2
2053,145420.625
2054,84768.425
2055,163652.655
2056,134801.74
2057,126721.34
2058,219011.225
2059,126781.635
2060,168536.7
2061,185314.68
2062,137571.0
2063,113922.725
2064,139970.75
2065,122619.85
2066,185805.43
2067,138720.61
2068,136449.88
2069,82050.465
2070,111092.59
2071,94460.645
2072,136066.84
2073,133325.0
2074,184781.755
2075,147491.605
2076,120838.665
2077,151043.56
2078,127351.25
2079,141308.78
2080,120733.275
2081,130437.75
2082,133439.695
2083,155792.11
2084,112278.835
2085,136872.4
2086,117515.635
2087,123857.81
2088,101672.67
2089,86198.54
2090,134967.52
2091,125022.37
2092,133860.945
2093,136569.155
2094,140504.395
2095,153069.955
2096,83446.3
2097,99556.93
2098,144604.0
2099,54655.76
2100,116082.87
2101,122140.745
2102,146187.5
2103,101764.05
2104,140996.795
2105,129470.63
2106,74894.235
2107,239967.98
2108,117416.835
2109,122058.89
2110,124261.9
2111,154677.195
2112,139912.095
2113,120416.895
2114,108305.065
2115,149292.52
2116,114094.375
2117,145441.345
2118,121490.73
2119,111420.165
2120,111484.515
2121,91697.405
2122,100477.485
2123,87164.035
2124,190765.085
2125,134362.26
2126,157453.415
2127,157026.95
2128,134849.335
2129,105602.81
2130,141317.01
2131,157335.975
2132,116370.575
2133,117007.565
2134,121722.66
2135,107436.72
2136,79361.13
2137,117635.28
2138,138098.69
2139,149841.21
2140,135974.875
2141,138947.22
2142,136696.695
2143,140664.165
2144,115533.95
2145,134672.25
2146,149932.885
2147,149439.14
2148,125222.595
2149,133868.85
2150,229946.335
2151,134231.36
2152,166708.55
2153,156593.435
2154,106653.2
2155,126432.26
2156,225140.5
2157,232996.07
2158,237661.935
2159,215956.745
2160,169965.845
2161,254065.28
2162,436514.56
2163,336351.315
2164,262791.44
2165,174364.99
2166,141796.305
2167,209116.15
2168,206161.925
2169,191724.055
2170,217102.45
2171,142434.53
2172,142164.765
2173,158715.11
2174,236779.55
2175,329957.935
2176,319706.78
2177,247629.8
2178,223841.555
2179,142252.32
2180,195739.975
2181,192804.28
2182,233352.255
2183,191725.51
2184,139728.0
2185,128980.775
2186,141209.145
2187,144938.23
2188,148147.525
2189,183851.405
2190,84565.485
2191,87572.0
2192,93386.66
2193,95823.65
2194,101482.61
2195,113126.005
2196,110052.88
2197,117108.4
2198,155272.0
2199,160767.97
2200,122606.28
2201,127130.795
2202,199060.35
2203,157092.32
2204,170050.605
2205,111243.64
2206,135168.92
2207,234328.77
2208,228405.335
2209,181554.96
2210,119209.55
2211,115066.4
2212,111888.915
2213,107213.52
2214,141274.345
2215,102951.305
2216,150729.95
2217,71506.655
2218,94083.24
2219,78381.735
2220,83724.195
2221,291474.215
2222,253012.81
2223,267194.025
2224,213489.715
2225,137145.695
2226,172578.75
2227,195807.93
2228,283322.73
2229,236230.095
2230,155841.685
2231,207537.37
2232,173639.185
2233,173541.1
2234,252849.005
2235,198406.085
2236,271784.375
2237,361914.005
2238,204894.985
2239,136848.775
2240,158387.21
2241,149701.84
2242,134642.41
2243,134028.035
2244,98231.315
2245,91418.65
2246,146294.605
2247,106967.165
2248,121621.575
2249,125048.325
2250,134350.46
2251,132717.83
2252,186234.75
2253,150459.55
2254,180561.715
2255,193259.27
2256,180839.965
2257,193619.79
2258,173591.11
2259,181156.71
2260,154322.615
2261,197023.825
2262,215153.275
2263,325526.06
2264,441392.835
2265,167044.505
2266,292748.6
2267,366598.5
2268,378526.06
2269,163398.105
2270,179798.615
2271,241970.27
2272,198595.6
2273,164862.935
2274,170091.73
2275,164933.855
2276,177745.665
2277,181150.17
2278,160848.79
2279,125274.08
2280,117325.335
2281,171619.53
2282,175059.385
2283,101841.77
2284,116034.62
2285,160696.175
2286,128026.47
2287,331229.335
2288,269519.5
2289,385757.745
2290,403915.405
2291,306884.06
2292,412005.72
2293,445550.56
2294,378182.245
2295,438719.885
2296,274357.745
2297,309055.465
2298,321779.56
2299,345861.305
2300,314197.15
2301,288358.735
2302,235557.3
2303,244603.33
2304,237968.415
2305,173288.455
2306,173865.25
2307,183068.115
2308,236879.78
2309,288476.375
2310,225147.735
2311,208000.845
2312,176375.615
2313,175218.885
2314,174025.785
2315,175096.635
2316,183073.325
2317,176498.505
2318,175489.605
2319,175560.715
2320,180311.135
2321,260982.94
2322,175976.91
2323,187511.01
2324,165318.455
2325,220357.97
2326,166477.77
2327,226210.71
2328,228281.185
2329,188481.81
2330,180085.855
2331,346174.49
2332,400980.16
2333,314220.28
2334,251265.4
2335,261798.56
2336,332416.065
2337,204375.895
2338,282415.625
2339,239524.54
2340,384307.02
2341,219170.08
2342,245553.425
2343,219426.22
2344,239796.895
2345,240361.7
2346,217485.165
2347,200486.99
2348,233112.87
2349,149039.91
2350,287110.545
2351,257824.08
2352,243998.475
2353,213892.635
2354,137517.05
2355,160944.465
2356,150820.865
2357,201441.895
2358,197708.75
2359,123429.82
2360,116685.435
2361,137630.465
2362,263127.13
2363,140217.515
2364,150402.065
2365,226716.91
2366,193970.94
2367,230293.605
2368,205179.5
2369,231472.59
2370,169183.5
2371,170504.665
2372,182839.855
2373,266912.435
2374,287141.75
2375,248674.335
2376,259843.85
2377,360553.875
2378,138476.99
2379,192371.22
2380,141134.055
2381,160630.25
2382,184845.16
2383,211789.365
2384,242357.315
2385,151997.16
2386,137068.425
2387,133850.155
2388,100350.015
2389,127301.33
2390,139396.165
2391,136080.45
2392,112447.485
2393,164405.485
2394,143473.25
2395,196201.465
2396,155332.16
2397,207276.23
2398,127056.405
2399,57858.44
2400,56546.875
2401,114848.585
2402,138428.75
2403,137874.55
2404,146934.5
2405,161226.56
2406,134887.415
2407,126627.755
2408,135250.55
2409,140900.625
2410,174364.0
2411,123693.62
2412,160878.825
2413,140885.875
2414,137697.295
2415,133767.62
2416,128999.345
2417,131255.625
2418,124141.63
2419,135865.66
2420,126283.64
2421,154999.125
2422,120614.46
2423,129609.995
2424,157115.855
2425,165956.7
2426,126505.45
2427,135093.735
2428,167292.465
2429,119041.34
2430,131101.585
2431,116143.215
2432,134891.75
2433,146722.035
2434,148358.67
2435,157212.635
2436,108139.19
2437,111729.085
2438,123563.665
2439,119279.28
2440,125869.705
2441,105902.275
2442,108620.2
2443,114452.6
2444,127307.525
2445,85374.26
2446,134301.625
2447,226126.97
2448,140528.26
2449,113681.48
2450,159000.375
2451,122418.285
2452,222890.7
2453,95598.44
2454,117953.035
2455,104712.49
2456,135197.865
2457,115154.52
2458,112386.495
2459,107713.845
2460,136652.73
2461,117527.405
2462,132498.3
2463,117475.375
2464,167791.08
2465,129122.64
2466,115718.1
2467,144543.57
2468,88286.84
2469,92546.555
2470,191891.37
2471,216819.865
2472,172642.42
2473,116444.975
2474,110267.28
2475,221664.13
2476,109178.53
2477,131312.25
2478,160006.5
2479,115445.425
2480,135192.11
2481,121303.67
2482,132494.83
2483,117509.16
2484,124954.12
2485,124171.055
2486,150688.7
2487,181314.52
2488,151044.745
2489,146913.56
2490,148939.135
2491,90096.485
2492,179432.77
2493,139526.11
2494,160365.755
2495,103968.71
2496,220996.125
2497,146609.5
2498,114402.21
2499,89889.935
2500,128048.465
2501,137653.675
2502,141404.425
2503,105602.57
2504,182048.08
2505,219787.445
2506,261541.045
2507,314163.435
2508,259438.83
2509,228917.35
2510,242049.34
2511,184696.645
2512,210893.82
2513,210173.575
2514,243862.86
2515,147901.165
2516,155599.04
2517,129514.29
2518,148392.61
2519,224020.35
2520,206229.26
2521,194253.1
2522,216409.55
2523,131707.47
2524,138087.985
2525,140891.135
2526,140836.04
2527,113973.785
2528,126172.84
2529,131323.195
2530,110293.65
2531,243125.435
2532,229061.77
2533,201807.2
2534,246151.71
2535,299579.03
2536,233136.085
2537,224079.82
2538,180676.08
2539,187074.915
2540,173480.115
2541,178832.555
2542,158600.33
2543,123695.77
2544,134484.57
2545,131595.51
2546,146940.875
2547,136034.78
2548,155604.19
2549,154618.405
2550,460323.365
2551,143221.765
2552,120289.435
2553,86410.54
2554,124710.41
2555,107330.815
2556,100070.705
2557,115444.13
2558,157445.745
2559,132348.7
2560,122421.615
2561,135863.9
2562,123215.005
2563,131222.365
2564,163093.595
2565,123714.6
2566,153381.865
2567,128285.59
2568,179743.05
2569,185919.1
2570,117765.885
2571,157960.84
2572,193283.475
2573,237695.33
2574,316412.785
2575,127396.065
2576,130963.45
2577,154152.805
2578,100151.425
2579,76924.865
2580,128250.055
2581,133675.38
2582,117019.55
2583,288641.32
2584,157975.335
2585,170114.725
2586,206657.185
2587,201253.685
2588,156558.52
2589,138875.05
2590,227739.61
2591,209145.34
2592,219548.175
2593,253120.29
2594,172639.335
2595,202597.68
2596,345670.115
2597,179209.88
2598,265203.76
2599,331939.53
2600,150677.73
2601,133807.65
2602,85994.575
2603,89087.78
2604,87276.715
2605,86767.77
2606,138620.85
2607,170602.31
2608,186488.795
2609,159281.945
2610,108600.915
2611,150042.435
2612,149760.695
2613,125811.13
2614,125061.125
2615,154626.235
2616,137905.54
2617,177776.16
2618,173483.78
2619,223037.955
2620,186967.46
2621,184366.11
2622,188333.075
2623,248795.915
2624,272050.1
2625,315614.6
2626,163440.235
2627,186362.51
2628,407016.4
2629,480477.8
2630,348044.025
2631,442066.555
2632,398110.305
2633,306598.46
2634,386928.94
2635,150666.22
2636,189439.845
2637,172237.765
2638,253071.845
2639,181062.72
2640,153034.385
2641,110345.415
2642,195127.735
2643,109465.42
2644,128948.025
2645,103304.29
2646,97278.885
2647,102754.325
2648,142974.55
2649,140246.485
2650,156365.975
2651,159823.215
2652,428459.345
2653,243879.49
2654,243102.88
2655,359967.035
2656,324224.43
2657,330890.545
2658,277826.5
2659,300621.085
2660,309067.0
2661,333182.23
2662,330877.105
2663,281079.33
2664,287548.545
2665,324822.825
2666,300339.575
2667,167995.865
2668,175542.445
2669,173921.61
2670,285570.99
2671,178278.1
2672,186039.335
2673,208827.355
2674,216216.405
2675,170895.82
2676,190271.915
2677,195773.235
2678,255926.48
2679,280749.0
2680,279474.685
2681,404318.935
2682,327266.265
2683,461094.27
2684,315703.02
2685,342012.86
2686,260880.305
2687,324182.755
2688,231989.81
2689,217470.56
2690,458702.04
2691,182541.1
2692,145314.53
2693,199539.385
2694,143302.745
2695,193301.845
2696,184994.18
2697,187219.84
2698,198018.2
2699,175678.87
2700,163579.84
2701,151606.685
2702,116589.425
2703,155936.26
2704,143153.17
2705,126047.615
2706,116745.62
2707,126392.315
2708,136223.375
2709,115682.77
2710,125458.58
2711,276221.84
2712,359866.505
2713,180157.915
2714,152948.015
2715,168889.37
2716,163010.875
2717,179118.065
2718,240446.035
2719,159779.005
2720,174979.68
2721,138821.3
2722,168714.74
2723,142855.08
2724,128607.6
2725,133803.375
2726,147998.435
2727,169634.04
2728,179150.365
2729,155754.005
2730,148790.06
2731,122423.795
2732,118745.285
2733,166008.41
2734,152382.995
2735,135123.415
2736,146129.25
2737,122670.745
2738,139478.305
2739,161544.63
2740,134409.9
2741,150233.035
2742,154995.145
2743,149235.355
2744,148602.75
2745,138069.04
2746,133889.875
2747,160287.245
2748,125934.53
2749,129639.345
2750,132555.115
2751,129973.1
2752,237292.565
2753,147627.845
2754,190318.875
2755,132244.205
2756,93108.41
2757,72206.43
2758,89352.54
2759,151644.395
2760,138662.98
2761,148673.995
2762,150046.76
2763,191874.395
2764,171755.74
2765,260643.12
2766,143672.09
2767,88951.11
2768,129577.24
2769,120962.73
2770,157979.05
2771,119878.96
2772,126097.375
2773,147829.41
2774,138895.105
2775,131085.865
2776,140741.72
2777,149398.5
2778,125657.77
2779,129558.915
2780,108200.785
2781,102492.97
2782,93518.165
2783,104670.92
2784,128671.88
2785,138936.49
2786,73879.095
2787,119733.565
2788,87314.115
2789,208571.855
2790,95720.87
2791,120734.45
2792,82567.995
2793,156213.275
2794,99059.125
2795,113316.915
2796,101615.48
2797,208676.4
2798,122281.265
2799,119102.345
2800,74018.32
2801,112540.995
2802,135986.57
2803,161370.605
2804,142655.74
2805,95840.33
2806,94097.01
2807,165322.595
2808,148647.42
2809,130838.46
2810,136433.375
2811,160734.435
2812,145554.225
2813,154235.115
2814,154877.675
2815,102291.3
2816,242519.87
2817,127585.75
2818,126150.585
2819,166535.615
2820,135570.365
2821,106240.61
2822,190829.01
2823,229344.585
2824,179885.01
2825,152579.07
2826,130504.48
2827,140205.525
2828,221080.565
2829,172647.56
2830,220676.36
2831,190868.94
2832,216204.635
2833,289412.7
2834,212924.595
2835,217400.175
2836,188585.42
2837,160727.48
2838,146756.425
2839,180064.65
2840,196239.26
2841,201607.14
2842,218664.45
2843,135914.12
2844,154762.445
2845,118441.88
2846,210888.16
2847,194066.25
2848,219319.87
2849,210546.335
2850,281879.96
2851,238573.75
2852,231210.83
2853,237766.035
2854,137420.605
2855,204059.68
2856,207037.505
2857,185670.165
2858,194703.295
2859,136130.23
2860,125055.75
2861,128541.905
2862,192692.025
2863,119640.11
2864,254623.02
2865,141083.965
2866,144028.145
2867,95494.27
2868,118828.47
2869,124164.4
2870,156459.515
2871,108234.245
2872,60236.655
2873,109353.48
2874,137056.15
2875,117930.11
2876,152935.825
2877,134706.52
2878,155199.53
2879,141602.25
2880,107783.96
2881,139138.665
2882,156472.32
2883,165260.65
2884,168454.545
2885,173917.12
2886,186264.66
2887,104079.28
2888,125899.81
2889,60204.7
2890,85176.955
2891,138435.79
2892,63584.18
2893,104530.895
2894,63941.34
2895,299609.6
2896,285369.46
2897,192385.875
2898,153468.975
2899,232001.86
2900,158952.15
2901,184053.1
2902,181283.2
2903,354015.565
2904,353842.955
2905,117794.965
2906,201116.755
2907,114029.02
2908,126723.92
2909,142819.095
2910,82436.25
2911,85373.325
2912,152662.185
2913,87376.765
2914,84887.93
2915,87205.68
2916,86809.11
2917,154550.605
2918,113293.29
2919,230474.805
